Notes	ICD-10 113 Cause List	ICD-10 113 Cause List Code	Ten-Year Age Groups	Ten-Year Age Groups Code	Gender	Gender Code	Census Region	Census Region Code	Deaths	Population	Crude Rate
	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	GR113-044	55-64 years	55-64	Male	M	Census Region 4: West	CENS-R4	427	Not Applicable	Not Applicable
	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	GR113-044	65-74 years	65-74	Female	F	Census Region 1: Northeast	CENS-R1	531	Not Applicable	Not Applicable
	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	GR113-044	65-74 years	65-74	Female	F	Census Region 2: Midwest	CENS-R2	530	Not Applicable	Not Applicable
	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	GR113-044	65-74 years	65-74	Female	F	Census Region 3: South	CENS-R3	950	Not Applicable	Not Applicable
	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	GR113-044	65-74 years	65-74	Female	F	Census Region 4: West	CENS-R4	490	Not Applicable	Not Applicable
	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	GR113-044	65-74 years	65-74	Male	M	Census Region 1: Northeast	CENS-R1	790	Not Applicable	Not Applicable
	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	GR113-044	65-74 years	65-74	Male	M	Census Region 2: Midwest	CENS-R2	878	Not Applicable	Not Applicable
	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	GR113-044	65-74 years	65-74	Male	M	Census Region 3: South	CENS-R3	1531	Not Applicable	Not Applicable
	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	GR113-044	65-74 years	65-74	Male	M	Census Region 4: West	CENS-R4	706	Not Applicable	Not Applicable
	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	GR113-044	75-84 years	75-84	Female	F	Census Region 1: Northeast	CENS-R1	777	Not Applicable	Not Applicable
	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	GR113-044	75-84 years	75-84	Female	F	Census Region 2: Midwest	CENS-R2	819	Not Applicable	Not Applicable
	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	GR113-044	75-84 years	75-84	Female	F	Census Region 3: South	CENS-R3	1209	Not Applicable	Not Applicable
	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	GR113-044	75-84 years	75-84	Female	F	Census Region 4: West	CENS-R4	587	Not Applicable	Not Applicable
	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	GR113-044	75-84 years	75-84	Male	M	Census Region 1: Northeast	CENS-R1	1074	Not Applicable	Not Applicable
	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	GR113-044	75-84 years	75-84	Male	M	Census Region 2: Midwest	CENS-R2	1141	Not Applicable	Not Applicable
	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	GR113-044	75-84 years	75-84	Male	M	Census Region 3: South	CENS-R3	1853	Not Applicable	Not Applicable
	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	GR113-044	75-84 years	75-84	Male	M	Census Region 4: West	CENS-R4	930	Not Applicable	Not Applicable
	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	GR113-044	85+ years	85+	Female	F	Census Region 1: Northeast	CENS-R1	683	Not Applicable	Not Applicable
	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	GR113-044	85+ years	85+	Female	F	Census Region 2: Midwest	CENS-R2	651	Not Applicable	Not Applicable
	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	GR113-044	85+ years	85+	Female	F	Census Region 3: South	CENS-R3	855	Not Applicable	Not Applicable
	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	GR113-044	85+ years	85+	Female	F	Census Region 4: West	CENS-R4	470	Not Applicable	Not Applicable
	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	GR113-044	85+ years	85+	Male	M	Census Region 1: Northeast	CENS-R1	638	Not Applicable	Not Applicable
	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	GR113-044	85+ years	85+	Male	M	Census Region 2: Midwest	CENS-R2	704	Not Applicable	Not Applicable
	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	GR113-044	85+ years	85+	Male	M	Census Region 3: South	CENS-R3	987	Not Applicable	Not Applicable
	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	GR113-044	85+ years	85+	Male	M	Census Region 4: West	CENS-R4	539	Not Applicable	Not Applicable
	#Anemias (D50-D64)	GR113-045	< 1 year	1	Female	F	Census Region 3: South	CENS-R3	11	Not Applicable	Not Applicable
	#Anemias (D50-D64)	GR113-045	< 1 year	1	Male	M	Census Region 2: Midwest	CENS-R2	17	Not Applicable	Not Applicable
	#Anemias (D50-D64)	GR113-045	1-4 years	4-Jan	Female	F	Census Region 3: South	CENS-R3	19	Not Applicable	Not Applicable
	#Anemias (D50-D64)	GR113-045	1-4 years	4-Jan	Female	F	Census Region 4: West	CENS-R4	10	Not Applicable	Not Applicable
	#Anemias (D50-D64)	GR113-045	1-4 years	4-Jan	Male	M	Census Region 2: Midwest	CENS-R2	13	Not Applicable	Not Applicable
	#Anemias (D50-D64)	GR113-045	1-4 years	4-Jan	Male	M	Census Region 3: South	CENS-R3	16	Not Applicable	Not Applicable
	#Anemias (D50-D64)	GR113-045	5-14 years	14-May	Female	F	Census Region 1: Northeast	CENS-R1	11	Not Applicable	Not Applicable
	#Anemias (D50-D64)	GR113-045	5-14 years	14-May	Female	F	Census Region 3: South	CENS-R3	29	Not Applicable	Not Applicable
	#Anemias (D50-D64)	GR113-045	5-14 years	14-May	Female	F	Census Region 4: West	CENS-R4	12	Not Applicable	Not Applicable
	#Anemias (D50-D64)	GR113-045	5-14 years	14-May	Male	M	Census Region 1: Northeast	CENS-R1	13	Not Applicable	Not Applicable
	#Anemias (D50-D64)	GR113-045	5-14 years	14-May	Male	M	Census Region 3: South	CENS-R3	28	Not Applicable	Not Applicable
	#Anemias (D50-D64)	GR113-045	5-14 years	14-May	Male	M	Census Region 4: West	CENS-R4	15	Not Applicable	Not Applicable
	#Anemias (D50-D64)	GR113-045	15-24 years	15-24	Female	F	Census Region 1: Northeast	CENS-R1	30	Not Applicable	Not Applicable
	#Anemias (D50-D64)	GR113-045	15-24 years	15-24	Female	F	Census Region 2: Midwest	CENS-R2	35	Not Applicable	Not Applicable
	#Anemias (D50-D64)	GR113-045	15-24 years	15-24	Female	F	Census Region 3: South	CENS-R3	78	Not Applicable	Not Applicable
	#Anemias (D50-D64)	GR113-045	15-24 years	15-24	Female	F	Census Region 4: West	CENS-R4	25	Not Applicable	Not Applicable
	#Anemias (D50-D64)	GR113-045	15-24 years	15-24	Male	M	Census Region 1: Northeast	CENS-R1	40	Not Applicable	Not Applicable
	#Anemias (D50-D64)	GR113-045	15-24 years	15-24	Male	M	Census Region 2: Midwest	CENS-R2	34	Not Applicable	Not Applicable
	#Anemias (D50-D64)	GR113-045	15-24 years	15-24	Male	M	Census Region 3: South	CENS-R3	117	Not Applicable	Not Applicable
	#Anemias (D50-D64)	GR113-045	15-24 years	15-24	Male	M	Census Region 4: West	CENS-R4	35	Not Applicable	Not Applicable
	#Anemias (D50-D64)	GR113-045	25-34 years	25-34	Female	F	Census Region 1: Northeast	CENS-R1	48	Not Applicable	Not Applicable
	#Anemias (D50-D64)	GR113-045	25-34 years	25-34	Female	F	Census Region 2: Midwest	CENS-R2	55	Not Applicable	Not Applicable
	#Anemias (D50-D64)	GR113-045	25-34 years	25-34	Female	F	Census Region 3: South	CENS-R3	173	Not Applicable	Not Applicable
	#Anemias (D50-D64)	GR113-045	25-34 years	25-34	Female	F	Census Region 4: West	CENS-R4	35	Not Applicable	Not Applicable
	#Anemias (D50-D64)	GR113-045	25-34 years	25-34	Male	M	Census Region 1: Northeast	CENS-R1	55	Not Applicable	Not Applicable
	#Anemias (D50-D64)	GR113-045	25-34 years	25-34	Male	M	Census Region 2: Midwest	CENS-R2	42	Not Applicable	Not Applicable
	#Anemias (D50-D64)	GR113-045	25-34 years	25-34	Male	M	Census Region 3: South	CENS-R3	188	Not Applicable	Not Applicable
	#Anemias (D50-D64)	GR113-045	25-34 years	25-34	Male	M	Census Region 4: West	CENS-R4	53	Not Applicable	Not Applicable
	#Anemias (D50-D64)	GR113-045	35-44 years	35-44	Female	F	Census Region 1: Northeast	CENS-R1	47	Not Applicable	Not Applicable
	#Anemias (D50-D64)	GR113-045	35-44 years	35-44	Female	F	Census Region 2: Midwest	CENS-R2	69	Not Applicable	Not Applicable
	#Anemias (D50-D64)	GR113-045	35-44 years	35-44	Female	F	Census Region 3: South	CENS-R3	222	Not Applicable	Not Applicable
	#Anemias (D50-D64)	GR113-045	35-44 years	35-44	Female	F	Census Region 4: West	CENS-R4	56	Not Applicable	Not Applicable
	#Anemias (D50-D64)	GR113-045	35-44 years	35-44	Male	M	Census Region 1: Northeast	CENS-R1	67	Not Applicable	Not Applicable
	#Anemias (D50-D64)	GR113-045	35-44 years	35-44	Male	M	Census Region 2: Midwest	CENS-R2	68	Not Applicable	Not Applicable
	#Anemias (D50-D64)	GR113-045	35-44 years	35-44	Male	M	Census Region 3: South	CENS-R3	201	Not Applicable	Not Applicable
	#Anemias (D50-D64)	GR113-045	35-44 years	35-44	Male	M	Census Region 4: West	CENS-R4	45	Not Applicable	Not Applicable
	#Anemias (D50-D64)	GR113-045	45-54 years	45-54	Female	F	Census Region 1: Northeast	CENS-R1	87	Not Applicable	Not Applicable
	#Anemias (D50-D64)	GR113-045	45-54 years	45-54	Female	F	Census Region 2: Midwest	CENS-R2	111	Not Applicable	Not Applicable
	#Anemias (D50-D64)	GR113-045	45-54 years	45-54	Female	F	Census Region 3: South	CENS-R3	261	Not Applicable	Not Applicable
	#Anemias (D50-D64)	GR113-045	45-54 years	45-54	Female	F	Census Region 4: West	CENS-R4	67	Not Applicable	Not Applicable
	#Anemias (D50-D64)	GR113-045	45-54 years	45-54	Male	M	Census Region 1: Northeast	CENS-R1	99	Not Applicable	Not Applicable
	#Anemias (D50-D64)	GR113-045	45-54 years	45-54	Male	M	Census Region 2: Midwest	CENS-R2	129	Not Applicable	Not Applicable
	#Anemias (D50-D64)	GR113-045	45-54 years	45-54	Male	M	Census Region 3: South	CENS-R3	283	Not Applicable	Not Applicable
	#Anemias (D50-D64)	GR113-045	45-54 years	45-54	Male	M	Census Region 4: West	CENS-R4	81	Not Applicable	Not Applicable
	#Anemias (D50-D64)	GR113-045	55-64 years	55-64	Female	F	Census Region 1: Northeast	CENS-R1	131	Not Applicable	Not Applicable
	#Anemias (D50-D64)	GR113-045	55-64 years	55-64	Female	F	Census Region 2: Midwest	CENS-R2	182	Not Applicable	Not Applicable
	#Anemias (D50-D64)	GR113-045	55-64 years	55-64	Female	F	Census Region 3: South	CENS-R3	495	Not Applicable	Not Applicable
	#Anemias (D50-D64)	GR113-045	55-64 years	55-64	Female	F	Census Region 4: West	CENS-R4	130	Not Applicable	Not Applicable
	#Anemias (D50-D64)	GR113-045	55-64 years	55-64	Male	M	Census Region 1: Northeast	CENS-R1	126	Not Applicable	Not Applicable
	#Anemias (D50-D64)	GR113-045	55-64 years	55-64	Male	M	Census Region 2: Midwest	CENS-R2	151	Not Applicable	Not Applicable
	#Anemias (D50-D64)	GR113-045	55-64 years	55-64	Male	M	Census Region 3: South	CENS-R3	455	Not Applicable	Not Applicable
	#Anemias (D50-D64)	GR113-045	55-64 years	55-64	Male	M	Census Region 4: West	CENS-R4	114	Not Applicable	Not Applicable
	#Anemias (D50-D64)	GR113-045	65-74 years	65-74	Female	F	Census Region 1: Northeast	CENS-R1	235	Not Applicable	Not Applicable
	#Anemias (D50-D64)	GR113-045	65-74 years	65-74	Female	F	Census Region 2: Midwest	CENS-R2	314	Not Applicable	Not Applicable
	#Anemias (D50-D64)	GR113-045	65-74 years	65-74	Female	F	Census Region 3: South	CENS-R3	691	Not Applicable	Not Applicable
	#Anemias (D50-D64)	GR113-045	65-74 years	65-74	Female	F	Census Region 4: West	CENS-R4	167	Not Applicable	Not Applicable
	#Anemias (D50-D64)	GR113-045	65-74 years	65-74	Male	M	Census Region 1: Northeast	CENS-R1	193	Not Applicable	Not Applicable
	#Anemias (D50-D64)	GR113-045	65-74 years	65-74	Male	M	Census Region 2: Midwest	CENS-R2	278	Not Applicable	Not Applicable
	#Anemias (D50-D64)	GR113-045	65-74 years	65-74	Male	M	Census Region 3: South	CENS-R3	620	Not Applicable	Not Applicable
	#Anemias (D50-D64)	GR113-045	65-74 years	65-74	Male	M	Census Region 4: West	CENS-R4	160	Not Applicable	Not Applicable
	#Anemias (D50-D64)	GR113-045	75-84 years	75-84	Female	F	Census Region 1: Northeast	CENS-R1	398	Not Applicable	Not Applicable
	#Anemias (D50-D64)	GR113-045	75-84 years	75-84	Female	F	Census Region 2: Midwest	CENS-R2	471	Not Applicable	Not Applicable
	#Anemias (D50-D64)	GR113-045	75-84 years	75-84	Female	F	Census Region 3: South	CENS-R3	936	Not Applicable	Not Applicable
	#Anemias (D50-D64)	GR113-045	75-84 years	75-84	Female	F	Census Region 4: West	CENS-R4	238	Not Applicable	Not Applicable
	#Anemias (D50-D64)	GR113-045	75-84 years	75-84	Male	M	Census Region 1: Northeast	CENS-R1	311	Not Applicable	Not Applicable
	#Anemias (D50-D64)	GR113-045	75-84 years	75-84	Male	M	Census Region 2: Midwest	CENS-R2	404	Not Applicable	Not Applicable
	#Anemias (D50-D64)	GR113-045	75-84 years	75-84	Male	M	Census Region 3: South	CENS-R3	774	Not Applicable	Not Applicable
	#Anemias (D50-D64)	GR113-045	75-84 years	75-84	Male	M	Census Region 4: West	CENS-R4	209	Not Applicable	Not Applicable
	#Anemias (D50-D64)	GR113-045	85+ years	85+	Female	F	Census Region 1: Northeast	CENS-R1	579	Not Applicable	Not Applicable
	#Anemias (D50-D64)	GR113-045	85+ years	85+	Female	F	Census Region 2: Midwest	CENS-R2	580	Not Applicable	Not Applicable
	#Anemias (D50-D64)	GR113-045	85+ years	85+	Female	F	Census Region 3: South	CENS-R3	996	Not Applicable	Not Applicable
	#Anemias (D50-D64)	GR113-045	85+ years	85+	Female	F	Census Region 4: West	CENS-R4	296	Not Applicable	Not Applicable
	#Anemias (D50-D64)	GR113-045	85+ years	85+	Male	M	Census Region 1: Northeast	CENS-R1	329	Not Applicable	Not Applicable
	#Anemias (D50-D64)	GR113-045	85+ years	85+	Male	M	Census Region 2: Midwest	CENS-R2	374	Not Applicable	Not Applicable
	#Anemias (D50-D64)	GR113-045	85+ years	85+	Male	M	Census Region 3: South	CENS-R3	620	Not Applicable	Not Applicable
	#Anemias (D50-D64)	GR113-045	85+ years	85+	Male	M	Census Region 4: West	CENS-R4	201	Not Applicable	Not Applicable
	#Diabetes mellitus (E10-E14)	GR113-046	5-14 years	14-May	Female	F	Census Region 2: Midwest	CENS-R2	15	Not Applicable	Not Applicable
	#Diabetes mellitus (E10-E14)	GR113-046	5-14 years	14-May	Female	F	Census Region 3: South	CENS-R3	13	Not Applicable	Not Applicable
	#Diabetes mellitus (E10-E14)	GR113-046	5-14 years	14-May	Male	M	Census Region 2: Midwest	CENS-R2	16	Not Applicable	Not Applicable
	#Diabetes mellitus (E10-E14)	GR113-046	5-14 years	14-May	Male	M	Census Region 3: South	CENS-R3	17	Not Applicable	Not Applicable
	#Diabetes mellitus (E10-E14)	GR113-046	15-24 years	15-24	Female	F	Census Region 1: Northeast	CENS-R1	21	Not Applicable	Not Applicable
	#Diabetes mellitus (E10-E14)	GR113-046	15-24 years	15-24	Female	F	Census Region 2: Midwest	CENS-R2	22	Not Applicable	Not Applicable
	#Diabetes mellitus (E10-E14)	GR113-046	15-24 years	15-24	Female	F	Census Region 3: South	CENS-R3	86	Not Applicable	Not Applicable
	#Diabetes mellitus (E10-E14)	GR113-046	15-24 years	15-24	Female	F	Census Region 4: West	CENS-R4	31	Not Applicable	Not Applicable
	#Diabetes mellitus (E10-E14)	GR113-046	15-24 years	15-24	Male	M	Census Region 1: Northeast	CENS-R1	33	Not Applicable	Not Applicable
	#Diabetes mellitus (E10-E14)	GR113-046	15-24 years	15-24	Male	M	Census Region 2: Midwest	CENS-R2	33	Not Applicable	Not Applicable
	#Diabetes mellitus (E10-E14)	GR113-046	15-24 years	15-24	Male	M	Census Region 3: South	CENS-R3	82	Not Applicable	Not Applicable
	#Diabetes mellitus (E10-E14)	GR113-046	15-24 years	15-24	Male	M	Census Region 4: West	CENS-R4	42	Not Applicable	Not Applicable
	#Diabetes mellitus (E10-E14)	GR113-046	25-34 years	25-34	Female	F	Census Region 1: Northeast	CENS-R1	66	Not Applicable	Not Applicable
	#Diabetes mellitus (E10-E14)	GR113-046	25-34 years	25-34	Female	F	Census Region 2: Midwest	CENS-R2	113	Not Applicable	Not Applicable
	#Diabetes mellitus (E10-E14)	GR113-046	25-34 years	25-34	Female	F	Census Region 3: South	CENS-R3	302	Not Applicable	Not Applicable
	#Diabetes mellitus (E10-E14)	GR113-046	25-34 years	25-34	Female	F	Census Region 4: West	CENS-R4	114	Not Applicable	Not Applicable
	#Diabetes mellitus (E10-E14)	GR113-046	25-34 years	25-34	Male	M	Census Region 1: Northeast	CENS-R1	102	Not Applicable	Not Applicable
	#Diabetes mellitus (E10-E14)	GR113-046	25-34 years	25-34	Male	M	Census Region 2: Midwest	CENS-R2	130	Not Applicable	Not Applicable
	#Diabetes mellitus (E10-E14)	GR113-046	25-34 years	25-34	Male	M	Census Region 3: South	CENS-R3	284	Not Applicable	Not Applicable
	#Diabetes mellitus (E10-E14)	GR113-046	25-34 years	25-34	Male	M	Census Region 4: West	CENS-R4	160	Not Applicable	Not Applicable
	#Diabetes mellitus (E10-E14)	GR113-046	35-44 years	35-44	Female	F	Census Region 1: Northeast	CENS-R1	180	Not Applicable	Not Applicable
	#Diabetes mellitus (E10-E14)	GR113-046	35-44 years	35-44	Female	F	Census Region 2: Midwest	CENS-R2	297	Not Applicable	Not Applicable
	#Diabetes mellitus (E10-E14)	GR113-046	35-44 years	35-44	Female	F	Census Region 3: South	CENS-R3	690	Not Applicable	Not Applicable
	#Diabetes mellitus (E10-E14)	GR113-046	35-44 years	35-44	Female	F	Census Region 4: West	CENS-R4	307	Not Applicable	Not Applicable
	#Diabetes mellitus (E10-E14)	GR113-046	35-44 years	35-44	Male	M	Census Region 1: Northeast	CENS-R1	228	Not Applicable	Not Applicable
	#Diabetes mellitus (E10-E14)	GR113-046	35-44 years	35-44	Male	M	Census Region 2: Midwest	CENS-R2	369	Not Applicable	Not Applicable
	#Diabetes mellitus (E10-E14)	GR113-046	35-44 years	35-44	Male	M	Census Region 3: South	CENS-R3	910	Not Applicable	Not Applicable
	#Diabetes mellitus (E10-E14)	GR113-046	35-44 years	35-44	Male	M	Census Region 4: West	CENS-R4	441	Not Applicable	Not Applicable
	#Diabetes mellitus (E10-E14)	GR113-046	45-54 years	45-54	Female	F	Census Region 1: Northeast	CENS-R1	536	Not Applicable	Not Applicable
	#Diabetes mellitus (E10-E14)	GR113-046	45-54 years	45-54	Female	F	Census Region 2: Midwest	CENS-R2	744	Not Applicable	Not Applicable
	#Diabetes mellitus (E10-E14)	GR113-046	45-54 years	45-54	Female	F	Census Region 3: South	CENS-R3	1944	Not Applicable	Not Applicable
	#Diabetes mellitus (E10-E14)	GR113-046	45-54 years	45-54	Female	F	Census Region 4: West	CENS-R4	907	Not Applicable	Not Applicable
	#Diabetes mellitus (E10-E14)	GR113-046	45-54 years	45-54	Male	M	Census Region 1: Northeast	CENS-R1	752	Not Applicable	Not Applicable
	#Diabetes mellitus (E10-E14)	GR113-046	45-54 years	45-54	Male	M	Census Region 2: Midwest	CENS-R2	1064	Not Applicable	Not Applicable
	#Diabetes mellitus (E10-E14)	GR113-046	45-54 years	45-54	Male	M	Census Region 3: South	CENS-R3	2448	Not Applicable	Not Applicable
	#Diabetes mellitus (E10-E14)	GR113-046	45-54 years	45-54	Male	M	Census Region 4: West	CENS-R4	1323	Not Applicable	Not Applicable
	#Diabetes mellitus (E10-E14)	GR113-046	55-64 years	55-64	Female	F	Census Region 1: Northeast	CENS-R1	1173	Not Applicable	Not Applicable
	#Diabetes mellitus (E10-E14)	GR113-046	55-64 years	55-64	Female	F	Census Region 2: Midwest	CENS-R2	1778	Not Applicable	Not Applicable
	#Diabetes mellitus (E10-E14)	GR113-046	55-64 years	55-64	Female	F	Census Region 3: South	CENS-R3	4040	Not Applicable	Not Applicable
	#Diabetes mellitus (E10-E14)	GR113-046	55-64 years	55-64	Female	F	Census Region 4: West	CENS-R4	2005	Not Applicable	Not Applicable
	#Diabetes mellitus (E10-E14)	GR113-046	55-64 years	55-64	Male	M	Census Region 1: Northeast	CENS-R1	1694	Not Applicable	Not Applicable
