Notes,ICD-10 113 Cause List,ICD-10 113 Cause List Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Gender,Gender Code,Year,Year Code,Deaths,Population,Crude Rate
,Malignant neoplasm of esophagus (C15),GR113-021,85+ years,85+,Male,M,2014,2014,170,Not Applicable,Not Applicable
,Malignant neoplasm of esophagus (C15),GR113-021,85+ years,85+,Male,M,2016,2016,204,Not Applicable,Not Applicable
,Malignant neoplasm of esophagus (C15),GR113-021,85+ years,85+,Male,M,2018,2018,190,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,5-14 years,14-May,Female,F,2014,2014,1,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,5-14 years,14-May,Male,M,2010,2010,1,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,15-24 years,15-24,Female,F,2008,2008,6,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,15-24 years,15-24,Female,F,2010,2010,3,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,15-24 years,15-24,Female,F,2012,2012,6,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,15-24 years,15-24,Female,F,2014,2014,4,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,15-24 years,15-24,Female,F,2016,2016,1,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,15-24 years,15-24,Female,F,2018,2018,2,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,15-24 years,15-24,Male,M,2008,2008,5,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,15-24 years,15-24,Male,M,2010,2010,6,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,15-24 years,15-24,Male,M,2012,2012,1,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,15-24 years,15-24,Male,M,2014,2014,6,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,15-24 years,15-24,Male,M,2016,2016,4,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,15-24 years,15-24,Male,M,2018,2018,5,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,25-34 years,25-34,Female,F,2008,2008,28,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,25-34 years,25-34,Female,F,2010,2010,28,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,25-34 years,25-34,Female,F,2012,2012,24,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,25-34 years,25-34,Female,F,2014,2014,27,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,25-34 years,25-34,Female,F,2016,2016,33,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,25-34 years,25-34,Female,F,2018,2018,31,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,25-34 years,25-34,Male,M,2008,2008,38,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,25-34 years,25-34,Male,M,2010,2010,31,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,25-34 years,25-34,Male,M,2012,2012,30,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,25-34 years,25-34,Male,M,2014,2014,33,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,25-34 years,25-34,Male,M,2016,2016,24,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,25-34 years,25-34,Male,M,2018,2018,28,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,35-44 years,35-44,Female,F,2008,2008,65,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,35-44 years,35-44,Female,F,2010,2010,86,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,35-44 years,35-44,Female,F,2012,2012,61,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,35-44 years,35-44,Female,F,2014,2014,49,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,35-44 years,35-44,Female,F,2016,2016,71,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,35-44 years,35-44,Female,F,2018,2018,91,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,35-44 years,35-44,Male,M,2008,2008,102,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,35-44 years,35-44,Male,M,2010,2010,92,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,35-44 years,35-44,Male,M,2012,2012,79,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,35-44 years,35-44,Male,M,2014,2014,101,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,35-44 years,35-44,Male,M,2016,2016,91,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,35-44 years,35-44,Male,M,2018,2018,102,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,45-54 years,45-54,Female,F,2008,2008,146,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,45-54 years,45-54,Female,F,2010,2010,155,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,45-54 years,45-54,Female,F,2012,2012,180,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,45-54 years,45-54,Female,F,2014,2014,155,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,45-54 years,45-54,Female,F,2016,2016,163,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,45-54 years,45-54,Female,F,2018,2018,146,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,45-54 years,45-54,Male,M,2008,2008,293,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,45-54 years,45-54,Male,M,2010,2010,241,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,45-54 years,45-54,Male,M,2012,2012,245,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,45-54 years,45-54,Male,M,2014,2014,246,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,45-54 years,45-54,Male,M,2016,2016,206,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,45-54 years,45-54,Male,M,2018,2018,218,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,55-64 years,55-64,Female,F,2008,2008,231,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,55-64 years,55-64,Female,F,2010,2010,233,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,55-64 years,55-64,Female,F,2012,2012,206,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,55-64 years,55-64,Female,F,2014,2014,203,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,55-64 years,55-64,Female,F,2016,2016,211,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,55-64 years,55-64,Female,F,2018,2018,224,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,55-64 years,55-64,Male,M,2008,2008,493,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,55-64 years,55-64,Male,M,2010,2010,483,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,55-64 years,55-64,Male,M,2012,2012,464,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,55-64 years,55-64,Male,M,2014,2014,421,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,55-64 years,55-64,Male,M,2016,2016,437,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,55-64 years,55-64,Male,M,2018,2018,444,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,65-74 years,65-74,Female,F,2008,2008,264,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,65-74 years,65-74,Female,F,2010,2010,294,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,65-74 years,65-74,Female,F,2012,2012,246,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,65-74 years,65-74,Female,F,2014,2014,242,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,65-74 years,65-74,Female,F,2016,2016,226,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,65-74 years,65-74,Female,F,2018,2018,254,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,65-74 years,65-74,Male,M,2008,2008,577,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,65-74 years,65-74,Male,M,2010,2010,553,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,65-74 years,65-74,Male,M,2012,2012,460,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,65-74 years,65-74,Male,M,2014,2014,509,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,65-74 years,65-74,Male,M,2016,2016,508,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,65-74 years,65-74,Male,M,2018,2018,472,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,75-84 years,75-84,Female,F,2008,2008,324,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,75-84 years,75-84,Female,F,2010,2010,264,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,75-84 years,75-84,Female,F,2012,2012,239,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,75-84 years,75-84,Female,F,2014,2014,230,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,75-84 years,75-84,Female,F,2016,2016,196,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,75-84 years,75-84,Female,F,2018,2018,218,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,75-84 years,75-84,Male,M,2008,2008,542,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,75-84 years,75-84,Male,M,2010,2010,434,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,75-84 years,75-84,Male,M,2012,2012,401,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,75-84 years,75-84,Male,M,2014,2014,403,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,75-84 years,75-84,Male,M,2016,2016,386,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,75-84 years,75-84,Male,M,2018,2018,360,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,85+ years,85+,Female,F,2008,2008,225,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,85+ years,85+,Female,F,2010,2010,194,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,85+ years,85+,Female,F,2012,2012,162,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,85+ years,85+,Female,F,2014,2014,134,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,85+ years,85+,Female,F,2016,2016,118,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,85+ years,85+,Female,F,2018,2018,121,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,85+ years,85+,Male,M,2008,2008,246,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,85+ years,85+,Male,M,2010,2010,193,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,85+ years,85+,Male,M,2012,2012,186,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,85+ years,85+,Male,M,2014,2014,163,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,85+ years,85+,Male,M,2016,2016,152,Not Applicable,Not Applicable
,Malignant neoplasm of stomach (C16),GR113-022,85+ years,85+,Male,M,2018,2018,150,Not Applicable,Not Applicable
,"Malignant neoplasms of colon, rectum and anus (C18-C21)",GR113-023,< 1 year,1,Female,F,2008,2008,1,Not Applicable,Not Applicable
,"Malignant neoplasms of colon, rectum and anus (C18-C21)",GR113-023,5-14 years,14-May,Female,F,2010,2010,3,Not Applicable,Not Applicable
,"Malignant neoplasms of colon, rectum and anus (C18-C21)",GR113-023,5-14 years,14-May,Female,F,2012,2012,1,Not Applicable,Not Applicable
,"Malignant neoplasms of colon, rectum and anus (C18-C21)",GR113-023,5-14 years,14-May,Female,F,2018,2018,2,Not Applicable,Not Applicable
,"Malignant neoplasms of colon, rectum and anus (C18-C21)",GR113-023,5-14 years,14-May,Male,M,2008,2008,1,Not Applicable,Not Applicable
,"Malignant neoplasms of colon, rectum and anus (C18-C21)",GR113-023,5-14 years,14-May,Male,M,2014,2014,1,Not Applicable,Not Applicable
,"Malignant neoplasms of colon, rectum and anus (C18-C21)",GR113-023,5-14 years,14-May,Male,M,2016,2016,1,Not Applicable,Not Applicable
,"Malignant neoplasms of colon, rectum and anus (C18-C21)",GR113-023,15-24 years,15-24,Female,F,2008,2008,10,Not Applicable,Not Applicable
,"Malignant neoplasms of colon, rectum and anus (C18-C21)",GR113-023,15-24 years,15-24,Female,F,2010,2010,13,Not Applicable,Not Applicable
,"Malignant neoplasms of colon, rectum and anus (C18-C21)",GR113-023,15-24 years,15-24,Female,F,2012,2012,7,Not Applicable,Not Applicable
,"Malignant neoplasms of colon, rectum and anus (C18-C21)",GR113-023,15-24 years,15-24,Female,F,2014,2014,6,Not Applicable,Not Applicable
,"Malignant neoplasms of colon, rectum and anus (C18-C21)",GR113-023,15-24 years,15-24,Female,F,2016,2016,6,Not Applicable,Not Applicable
,"Malignant neoplasms of colon, rectum and anus (C18-C21)",GR113-023,15-24 years,15-24,Female,F,2018,2018,4,Not Applicable,Not Applicable
,"Malignant neoplasms of colon, rectum and anus (C18-C21)",GR113-023,15-24 years,15-24,Male,M,2008,2008,10,Not Applicable,Not Applicable
,"Malignant neoplasms of colon, rectum and anus (C18-C21)",GR113-023,15-24 years,15-24,Male,M,2010,2010,11,Not Applicable,Not Applicable
,"Malignant neoplasms of colon, rectum and anus (C18-C21)",GR113-023,15-24 years,15-24,Male,M,2012,2012,17,Not Applicable,Not Applicable
,"Malignant neoplasms of colon, rectum and anus (C18-C21)",GR113-023,15-24 years,15-24,Male,M,2014,2014,6,Not Applicable,Not Applicable
,"Malignant neoplasms of colon, rectum and anus (C18-C21)",GR113-023,15-24 years,15-24,Male,M,2016,2016,9,Not Applicable,Not Applicable
,"Malignant neoplasms of colon, rectum and anus (C18-C21)",GR113-023,15-24 years,15-24,Male,M,2018,2018,7,Not Applicable,Not Applicable
,"Malignant neoplasms of colon, rectum and anus (C18-C21)",GR113-023,25-34 years,25-34,Female,F,2008,2008,57,Not Applicable,Not Applicable
,"Malignant neoplasms of colon, rectum and anus (C18-C21)",GR113-023,25-34 years,25-34,Female,F,2010,2010,56,Not Applicable,Not Applicable
,"Malignant neoplasms of colon, rectum and anus (C18-C21)",GR113-023,25-34 years,25-34,Female,F,2012,2012,57,Not Applicable,Not Applicable
,"Malignant neoplasms of colon, rectum and anus (C18-C21)",GR113-023,25-34 years,25-34,Female,F,2014,2014,41,Not Applicable,Not Applicable
,"Malignant neoplasms of colon, rectum and anus (C18-C21)",GR113-023,25-34 years,25-34,Female,F,2016,2016,46,Not Applicable,Not Applicable
,"Malignant neoplasms of colon, rectum and anus (C18-C21)",GR113-023,25-34 years,25-34,Female,F,2018,2018,51,Not Applicable,Not Applicable
,"Malignant neoplasms of colon, rectum and anus (C18-C21)",GR113-023,25-34 years,25-34,Male,M,2008,2008,54,Not Applicable,Not Applicable
,"Malignant neoplasms of colon, rectum and anus (C18-C21)",GR113-023,25-34 years,25-34,Male,M,2010,2010,52,Not Applicable,Not Applicable
,"Malignant neoplasms of colon, rectum and anus (C18-C21)",GR113-023,25-34 years,25-34,Male,M,2012,2012,61,Not Applicable,Not Applicable
,"Malignant neoplasms of colon, rectum and anus (C18-C21)",GR113-023,25-34 years,25-34,Male,M,2014,2014,55,Not Applicable,Not Applicable
,"Malignant neoplasms of colon, rectum and anus (C18-C21)",GR113-023,25-34 years,25-34,Male,M,2016,2016,61,Not Applicable,Not Applicable
,"Malignant neoplasms of colon, rectum and anus (C18-C21)",GR113-023,25-34 years,25-34,Male,M,2018,2018,83,Not Applicable,Not Applicable
,"Malignant neoplasms of colon, rectum and anus (C18-C21)",GR113-023,35-44 years,35-44,Female,F,2008,2008,223,Not Applicable,Not Applicable
,"Malignant neoplasms of colon, rectum and anus (C18-C21)",GR113-023,35-44 years,35-44,Female,F,2010,2010,175,Not Applicable,Not Applicable
,"Malignant neoplasms of colon, rectum and anus (C18-C21)",GR113-023,35-44 years,35-44,Female,F,2012,2012,195,Not Applicable,Not Applicable
,"Malignant neoplasms of colon, rectum and anus (C18-C21)",GR113-023,35-44 years,35-44,Female,F,2014,2014,179,Not Applicable,Not Applicable
,"Malignant neoplasms of colon, rectum and anus (C18-C21)",GR113-023,35-44 years,35-44,Female,F,2016,2016,201,Not Applicable,Not Applicable
,"Malignant neoplasms of colon, rectum and anus (C18-C21)",GR113-023,35-44 years,35-44,Female,F,2018,2018,174,Not Applicable,Not Applicable
,"Malignant neoplasms of colon, rectum and anus (C18-C21)",GR113-023,35-44 years,35-44,Male,M,2008,2008,249,Not Applicable,Not Applicable
,"Malignant neoplasms of colon, rectum and anus (C18-C21)",GR113-023,35-44 years,35-44,Male,M,2010,2010,236,Not Applicable,Not Applicable
,"Malignant neoplasms of colon, rectum and anus (C18-C21)",GR113-023,35-44 years,35-44,Male,M,2012,2012,201,Not Applicable,Not Applicable
,"Malignant neoplasms of colon, rectum and anus (C18-C21)",GR113-023,35-44 years,35-44,Male,M,2014,2014,208,Not Applicable,Not Applicable
,"Malignant neoplasms of colon, rectum and anus (C18-C21)",GR113-023,35-44 years,35-44,Male,M,2016,2016,239,Not Applicable,Not Applicable
,"Malignant neoplasms of colon, rectum and anus (C18-C21)",GR113-023,35-44 years,35-44,Male,M,2018,2018,235,Not Applicable,Not Applicable
,"Malignant neoplasms of colon, rectum and anus (C18-C21)",GR113-023,45-54 years,45-54,Female,F,2008,2008,648,Not Applicable,Not Applicable
,"Malignant neoplasms of colon, rectum and anus (C18-C21)",GR113-023,45-54 years,45-54,Female,F,2010,2010,620,Not Applicable,Not Applicable
,"Malignant neoplasms of colon, rectum and anus (C18-C21)",GR113-023,45-54 years,45-54,Female,F,2012,2012,589,Not Applicable,Not Applicable
,"Malignant neoplasms of colon, rectum and anus (C18-C21)",GR113-023,45-54 years,45-54,Female,F,2014,2014,562,Not Applicable,Not Applicable
,"Malignant neoplasms of colon, rectum and anus (C18-C21)",GR113-023,45-54 years,45-54,Female,F,2016,2016,523,Not Applicable,Not Applicable
,"Malignant neoplasms of colon, rectum and anus (C18-C21)",GR113-023,45-54 years,45-54,Female,F,2018,2018,530,Not Applicable,Not Applicable
